"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3123",3123,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:48:23",FALSE,NA,937997070543106048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","patelameet",50,TRUE,FALSE,NA,NA
"3124",3124,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:48:17",FALSE,NA,937997046245597184,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OmShiv108",50,TRUE,FALSE,NA,NA
"3125",3125,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:48:07",FALSE,NA,937997003333820416,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheCoffeeHopper",50,TRUE,FALSE,NA,NA
"3126",3126,"RT @DDNewsLive: UPDATE #CycloneOckhi heading towards #Surat and will be passing through #Mumbai at around 9 pm; wind speed and rains to be<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:48:06",FALSE,NA,937997001655848960,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","anithaaniangel3",40,TRUE,FALSE,NA,NA
"3127",3127,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:47:51",FALSE,NA,937996937298448384,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","official_Patlan",50,TRUE,FALSE,NA,NA
"3128",3128,"RT @TroluKejri: #SmogInDelhi But Rains In Mumbai. Rain In Delhi Could Really Improve The Air Quality But Indra Dev Doesn't Want It. Modi Ji<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:47:33",FALSE,NA,937996859758460928,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","iAKSHEY",317,TRUE,FALSE,NA,NA
"3129",3129,"RT @bombaytimes: Despite #MumbaiRains, Bollywood celebrities arrive at #Santacruz crematorium to pay their respects to #ShashiKapoor! https<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:47:17",FALSE,NA,937996795224915968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","altunia_razia",20,TRUE,FALSE,NA,NA
"3130",3130,"Retweeted Doordarshan News (@DDNewsLive):

#CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely.<U+00E2><U+20AC><U+00A6> https://t.co/MLJq4uLsAC",FALSE,0,NA,"2017-12-05 10:47:12",TRUE,NA,937996772407775232,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","sachith_hm",0,FALSE,FALSE,NA,NA
"3131",3131,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:47:06",FALSE,NA,937996747162370048,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sachith_hm",50,TRUE,FALSE,NA,NA
"3132",3132,"Amid heavy Mumbai rains. Bollywood bids #ShashiKapoor goodbye <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+00AD> https://t.co/cp7pLrLZ8f",FALSE,0,NA,"2017-12-05 10:46:57",FALSE,NA,937996711389286400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","altunia_razia",0,FALSE,FALSE,NA,NA
"3133",3133,"RT @IndianExpress: #CycloneOckhi As many as 39 people killed in Tamil Nadu and Kerala while 167 still missing, says MHA

https://t.co/64FTd<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:56",FALSE,NA,937996705315766272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_NairFYI",5,TRUE,FALSE,NA,NA
"3134",3134,"The weather is sick

Like sick, sick

#mumbai #Mumbairains",FALSE,3,NA,"2017-12-05 10:46:53",FALSE,NA,937996692925927424,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dullb0y",0,FALSE,FALSE,NA,NA
"3135",3135,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:50",FALSE,NA,937996678983905280,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chandan55375196",50,TRUE,FALSE,NA,NA
"3136",3136,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:29",FALSE,NA,937996592031842304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SyedHayath16",50,TRUE,FALSE,NA,NA
"3137",3137,"RT @YWCFashion: Mumbaikars, stay safe! #MumbaiRains",FALSE,0,NA,"2017-12-05 10:46:28",FALSE,NA,937996588047253504,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sra1karne",11,TRUE,FALSE,NA,NA
"3138",3138,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:25",FALSE,NA,937996577150443520,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PIB_India",50,TRUE,FALSE,NA,NA
"3139",3139,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:25",FALSE,NA,937996575216828416,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","airchennai",50,TRUE,FALSE,NA,NA
"3140",3140,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:11",FALSE,NA,937996517268320256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anna_ps34634",50,TRUE,FALSE,NA,NA
"3141",3141,"RT @worldforall: The didn't expect the #MumbaiRains either! Please help stray animals by giving them shelter, food and warmth. https://t.co<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:10",FALSE,NA,937996511727595520,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tarungala",54,TRUE,FALSE,NA,NA
"3142",3142,"RT @DDNewsLive: #CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible assistance<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:46:04",FALSE,NA,937996487606255616,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","anithaaniangel3",50,TRUE,FALSE,NA,NA
"3143",3143,"RT @officiallyAnkit: #MumbaiRains in December! Everyone please take care! #CycloneOckhi",FALSE,0,NA,"2017-12-05 10:45:58",FALSE,NA,937996461727408128,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shivam_gojiya",18,TRUE,FALSE,NA,NA
"3144",3144,"RT @ifn: Enjoy the rains while sipping on some kadak Masala Chai! Recipe here&gt;&gt; https://t.co/vGkJ5c0dE6 
#MumbaiRains https://t.co/JYhDAktP<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:45:55",FALSE,NA,937996448867766272,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raam31",2,TRUE,FALSE,NA,NA
"3145",3145,"#CycloneOkhi expected to hit North of #Maharashtra tomorrow; PM closely monitoring situation, says all possible ass<U+00E2><U+20AC><U+00A6> https://t.co/bd0PNwNqTs",FALSE,65,NA,"2017-12-05 10:45:42",TRUE,NA,937996395696418816,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DDNewsLive",50,FALSE,FALSE,NA,NA
"3146",3146,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:45:40",FALSE,NA,937996387848876032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skewedbrain",320,TRUE,FALSE,NA,NA
"3147",3147,"Ochki-driven rains lash Mumbai, coastal Maharashtra.. https://t.co/MmllSJRVvH",FALSE,0,NA,"2017-12-05 10:45:27",FALSE,NA,937996331561271296,NA,"<a href=""http://NewsBoss.in"" rel=""nofollow"">NewsBoss.in</a>","NewsBossIndia",0,FALSE,FALSE,NA,NA
"3148",3148,"Seems like #OckhiCyclone is done with its cameo performance. #MumbaiRains",FALSE,1,NA,"2017-12-05 10:44:59",FALSE,NA,937996215660175360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBigFatShetty",0,FALSE,FALSE,NA,NA
"3150",3150,"RT @CraftedIndia: Mumbaikars are #MumbaiRains stopping you from some fun shopping? Don<U+00E2><U+20AC><U+2122>t worry, Head to https://t.co/x8PF4E11PY explore our<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:56",FALSE,NA,937996202246791168,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stylista19",21,TRUE,FALSE,NA,NA
"3151",3151,"RT @worldforall: The didn't expect the #MumbaiRains either! Please help stray animals by giving them shelter, food and warmth. https://t.co<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:55",FALSE,NA,937996199256190976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nupurksingh",54,TRUE,FALSE,NA,NA
"3152",3152,"RT @IndianExpress: Fadnavis govt declares school holiday tomorrow as Maharashtra coastline braces for #CycloneOckhi #MumbaiRains
https://t.<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:52",FALSE,NA,937996186534821888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DhanashriVinay1",47,TRUE,FALSE,NA,NA
"3153",3153,"RT @firstpost: Take a look at how #CycloneOckhi progressed on 5 December | #MumbaiRains #WeatherUpdate https://t.co/dVB07XfUBJ https://t.co<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:51",FALSE,NA,937996179605880832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JPsingh12",20,TRUE,FALSE,NA,NA
"3154",3154,"RT @Madan_Chikna: Such a romantic climate, 
Feeling awesome with my window seat and 34 others in a Mumbai Local. #MumbaiRains #CycloneOckhi",FALSE,0,NA,"2017-12-05 10:44:37",FALSE,NA,937996121942630400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sanket_daksha",25,TRUE,FALSE,NA,NA
"3155",3155,"RT @firstpost: High alert issued in #Gujarat #Maharashtra in view of #CycloneOckhi | Sea conditions to remain rough to very rough along and<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:34",FALSE,NA,937996111213555712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DhanashriVinay1",6,TRUE,FALSE,NA,NA
"3156",3156,"RT @Ra_Bies: The best part of #MumbaiRains is, the potholes are filled with water &amp; not visible and bikers get a surprise when they bump in<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:33",FALSE,NA,937996107795202048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kul_vroom",36,TRUE,FALSE,NA,NA
"3157",3157,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:15",FALSE,NA,937996030330601472,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rk194Rk",320,TRUE,FALSE,NA,NA
"3158",3158,"RT @hvgoenka: A gentleman charming actor #ShashiKapoor passes away. Even the sky cries #MumbaiRains",FALSE,0,NA,"2017-12-05 10:44:11",FALSE,NA,937996012639076352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ajayshukla2002u",68,TRUE,FALSE,NA,NA
"3160",3160,"RT @mehdiasgar: Cyclone has an intelligent chip based on artificial intelligence which doesn't harm private sector employees<U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A>

#MumbaiRains<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:02",FALSE,NA,937995976618291200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","secular_arrow",3,TRUE,FALSE,NA,NA
"3161",3161,"RT @Ra_Bies: The best part of #MumbaiRains is, the potholes are filled with water &amp; not visible and bikers get a surprise when they bump in<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:44:01",FALSE,NA,937995972688277504,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rk194Rk",36,TRUE,FALSE,NA,NA
"3162",3162,"RT @SkymetWeather: #MumbaiRains #PuneRains nowcast in #Marathi: #CycloneOckhi #OckhiCyclone https://t.co/YXYzgTQiKT",FALSE,0,NA,"2017-12-05 10:43:32",FALSE,NA,937995851863007232,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rrptweets",13,TRUE,FALSE,NA,NA
"3164",3164,"Rains in Mumbai and Pune in the winter! People on ground shocked!
#climatechange",FALSE,0,NA,"2017-12-05 10:42:42",FALSE,NA,937995641346772992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KhandekarGauri",0,FALSE,FALSE,NA,NA
"3165",3165,"RT @YWCFashion: Mumbaikars, stay safe! #MumbaiRains",FALSE,0,NA,"2017-12-05 10:42:27",FALSE,NA,937995577199157248,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lovesandhi1",11,TRUE,FALSE,NA,NA
"3166",3166,"RT @Suyashmint: Two things in this country is always unpredictable, one is Rahul Gandhi's brain and other one is #MumbaiRains <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A>
#SecuringT<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:42:18",FALSE,NA,937995541694132224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indian_yuvraj",3,TRUE,FALSE,NA,NA
"3167",3167,"#Ockhi so the worst is over hopefully :) #MumbaiRains #CycloneOckhi",FALSE,0,NA,"2017-12-05 10:42:11",FALSE,NA,937995510618603520,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MiniRib",0,FALSE,FALSE,NA,NA
"3168",3168,"RT @IndianWeather_: #CycloneOckhi will be closest to Mumbai next 6-8 hours. So expect worst of conditions next 6-8 hours. #MumbaiRains http<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:42:04",FALSE,NA,937995480532860928,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AAPkeAcharya",47,TRUE,FALSE,NA,NA
"3169",3169,"#CycloneOckhi finally ending journey today my moving towards Mumbai/Gujarat coast. #MumbaiRains was quite good as f<U+00E2><U+20AC><U+00A6> https://t.co/4U40h6Mwnf",FALSE,14,NA,"2017-12-05 10:42:01",TRUE,NA,937995468155604992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jhrishi2",2,FALSE,FALSE,NA,NA
"3170",3170,"RT @one_by_two: I am convinced these are not unseasonal rains over Mumbai. 

These are tears for Shri #ShashiKapoor 

Started more or less<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:41:59",FALSE,NA,937995461100756992,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CurlyStory",226,TRUE,FALSE,NA,NA
"3172",3172,"RT @b50: One day of rains and we get reminded of world famous Mumbai<U+00E2><U+20AC><U+2122>s best feature - potholes!",FALSE,0,NA,"2017-12-05 10:41:31",FALSE,NA,937995343672762368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kallu_ksj",3,TRUE,FALSE,NA,NA
"3173",3173,"For a #funfilled feed follow me here #pune #TuesdayThoughts #MumbaiRains #GoogleForIndia #Instagram 

https://t.co/dSjWZWL38A",FALSE,1,NA,"2017-12-05 10:40:46",FALSE,NA,937995155520421888,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tanvisparekh",0,FALSE,FALSE,NA,NA
"3174",3174,"RT @TroluKejri: #SmogInDelhi But Rains In Mumbai. Rain In Delhi Could Really Improve The Air Quality But Indra Dev Doesn't Want It. Modi Ji<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:40:37",FALSE,NA,937995116467200000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ratul_views",317,TRUE,FALSE,NA,NA
"3175",3175,"RT @FatimaMomin3: <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A> Mumbaikars Having A Really Really Blessed Year 

#mumbairains https://t.co/uXBYnaffSD",FALSE,0,NA,"2017-12-05 10:40:18",FALSE,NA,937995038499282944,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","batsy_ka_bestie",14,TRUE,FALSE,NA,NA
"3176",3176,"RT @SkymetWeather: #MumbaiRains #PuneRains nowcast in #Marathi: #CycloneOckhi #OckhiCyclone https://t.co/YXYzgTQiKT",FALSE,0,NA,"2017-12-05 10:40:17",FALSE,NA,937995033529036800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pankaj_bhayani",13,TRUE,FALSE,NA,NA
"3177",3177,"Stay safe #Mumbai. stay home. 

Even if you are Married!!

#MumbaiRains",FALSE,0,NA,"2017-12-05 10:40:10",FALSE,NA,937995004772982784,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChuranChap",0,FALSE,FALSE,NA,NA
"3178",3178,"Nashik Updates @nashik_feed RT @SkymetWeather: #CycloneOckhi: Good #rains in #Mumbai #Dahanu #Alibag; Light showers<U+00E2><U+20AC><U+00A6> https://t.co/W3FBpFxbCE",FALSE,1,NA,"2017-12-05 10:40:06",TRUE,NA,937994984728428544,NA,"<a href=""https://www.facebook.com"" rel=""nofollow"">twieeeeter</a>","nashik_feed",0,FALSE,FALSE,NA,NA
"3179",3179,"RT @vishy_vishal: Two minute silence for d open ground weddings today..
<U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+0153><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+0153><U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+201A> #Mumbairains",FALSE,0,NA,"2017-12-05 10:39:32",FALSE,NA,937994842617004032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tushartweets13",83,TRUE,FALSE,NA,NA
"3180",3180,"RT @Ra_Bies: The best part of #MumbaiRains is, the potholes are filled with water &amp; not visible and bikers get a surprise when they bump in<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:39:01",FALSE,NA,937994711859523584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RetardedHurt",36,TRUE,FALSE,NA,NA
"3181",3181,"RT @Ra_Bies: If anyone stuck near Bandra Kurla sea link due to #MumbaiRains and have no place to go, jump into the sea &amp; turn into a spirit<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:39:00",FALSE,NA,937994710156591104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TypeONegative19",320,TRUE,FALSE,NA,NA
"3182",3182,"RT @firstpost: Take a look at how #CycloneOckhi progressed on 5 December | #MumbaiRains #WeatherUpdate https://t.co/dVB07XfUBJ https://t.co<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:38:37",FALSE,NA,937994612387356672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rebellioussnail",20,TRUE,FALSE,NA,NA
"3183",3183,"RT @UpgAahan2018: Don't believe the rumors and forwards, get the right information through an authenticated source. Stay safe! #MumbaiRains<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:38:35",FALSE,NA,937994602845540352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neelkanthdesai",23,TRUE,FALSE,NA,NA
"3184",3184,"#MumbaiRains and all places affected by #CycloneOchki 
Don't worry about the weather outside. Stay Safe !!
   
Rain<U+00E2><U+20AC><U+00A6> https://t.co/wOFDZVsTow",FALSE,1,NA,"2017-12-05 10:38:28",TRUE,NA,937994573917200384,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FHC_Updates",0,FALSE,FALSE,NA,NA
"3185",3185,"So the next thing i know is that people are promoting this gif under #MumbaiRains https://t.co/wP0oE2g4Nl",FALSE,0,NA,"2017-12-05 10:38:22",FALSE,NA,937994548034224128,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sahilrs_",0,FALSE,FALSE,NA,NA
"3186",3186,"#mumbairains Wish for a cyclone for Delhi to clear the pollution and bring back the air quality to poor from severe.",FALSE,0,NA,"2017-12-05 10:38:03",FALSE,NA,937994471291027456,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soodvikas1",0,FALSE,FALSE,NA,NA
"3187",3187,"RT @Beast_G10: Prediction time :-
What do you think about #SAvIND three matchs test series??
#ashes #NZvWI #INDvSL #AUSvENG #MumbaiRains",FALSE,0,NA,"2017-12-05 10:38:00",FALSE,NA,937994456699060224,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KINGBRAR6",7,TRUE,FALSE,NA,NA
"3188",3188,"RT @worldforall: The didn't expect the #MumbaiRains either! Please help stray animals by giving them shelter, food and warmth. https://t.co<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:37:46",FALSE,NA,937994399992172544,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","piyali_pant",54,TRUE,FALSE,NA,NA
"3189",3189,"RT @masrur2srk: #MumbaiRains

Take Care 
All Mumbaikars. <U+00ED><U+00A0><U+00BD><U+00ED><U+00B8><U+2021>

And Those Who Are Spreading Fake Videos.  

Don't Spread it !!!!!!",FALSE,0,NA,"2017-12-05 10:37:40",FALSE,NA,937994373731459072,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SRkShahRukh7",13,TRUE,FALSE,NA,NA
"3190",3190,"RT @scribe_it: Media has thronged Marine Lines to cover #MumbaiRains but for them,  100s of thousands gathered (many stranded without shelt<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:37:12",FALSE,NA,937994256886611968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_ved",98,TRUE,FALSE,NA,NA
"3191",3191,"Mumbai Weather Live News: Rains lash Mumbai owing to cyclone Ockhi https://t.co/hAmBp3aHLO",FALSE,0,NA,"2017-12-05 10:37:02",FALSE,NA,937994214050115584,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joysenguptaTOI",0,FALSE,FALSE,NA,NA
"3192",3192,"RT @SkymetWeather: #MumbaiRains #PuneRains nowcast in #Marathi: #CycloneOckhi #OckhiCyclone https://t.co/YXYzgTQiKT",FALSE,0,NA,"2017-12-05 10:37:01",FALSE,NA,937994210162089984,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PremnathPk",13,TRUE,FALSE,NA,NA
"3193",3193,"RT @SkymetWeather: #MumbaiRains #PuneRains nowcast in #Marathi: #CycloneOckhi #OckhiCyclone https://t.co/YXYzgTQiKT",FALSE,0,NA,"2017-12-05 10:36:45",FALSE,NA,937994141274742784,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mpalawat",13,TRUE,FALSE,NA,NA
"3194",3194,"RT @asmeetshah: Take a look at how #CycloneOckhi progressed on 5 December #MumbaiRains #WeatherUpdate https://t.co/K4VhdVMagT https://t.co/<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:36:22",FALSE,NA,937994044864696320,NA,"<a href=""http://www.digihunk.com"" rel=""nofollow"">tweethunk</a>","DigiHunk",1,TRUE,FALSE,NA,NA
"3195",3195,"RT @TRCMumbai13: #StaySafeMumbai and call for our rolls at home through @ScootsyIt or @swiggyindia! 

#MumbaiRains #StaySafe #Cyclone #Cycl<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:36:12",FALSE,NA,937994002908962816,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PreetiManiar",1,TRUE,FALSE,NA,NA
"3196",3196,"RT @worldforall: The didn't expect the #MumbaiRains either! Please help stray animals by giving them shelter, food and warmth. https://t.co<U+00E2><U+20AC><U+00A6>",FALSE,0,NA,"2017-12-05 10:35:43",FALSE,NA,937993884033990656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdo679",54,TRUE,FALSE,NA,NA
"3197",3197,"Are u thinking that bahubali 1+2(650+1725crs) collections could be broken by #2Point0 ?#Rajini #Dwarf<U+00E2><U+20AC><U+00A6> https://t.co/M5SatmcnuI",FALSE,13,NA,"2017-12-05 10:35:40",TRUE,NA,937993868615729152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rohitkr44055413",6,FALSE,FALSE,NA,NA
